sample_id,voice_id,voice_name,gender,accent,age_group,sentence_id,sentence_text,augmentation_type,filepath,duration_seconds
Callum_american_s06_light_noise,Callum_american,Callum - Husky Trickster,male,american,unknown,6,"Hello, how are you?",light_noise,audio/Callum_american/light_noise/sentence_06.wav,1.5789583333333332
Callum_american_s07_light_noise,Callum_american,Callum - Husky Trickster,male,american,unknown,7,I'd like to schedule a meeting for next Tuesday afternoon,light_noise,audio/Callum_american/light_noise/sentence_07.wav,3.622333333333333
Callum_american_s08_light_noise,Callum_american,Callum - Husky Trickster,male,american,unknown,8,"In the modern world, artificial intelligence is transforming how we communicate and interact with technology on a daily basis",light_noise,audio/Callum_american/light_noise/sentence_08.wav,8.219875
Callum_american_s09_light_noise,Callum_american,Callum - Husky Trickster,male,american,unknown,9,The conference is scheduled for three o'clock tomorrow,light_noise,audio/Callum_american/light_noise/sentence_09.wav,3.1115
Callum_american_s10_light_noise,Callum_american,Callum - Husky Trickster,male,american,unknown,10,Please review the quarterly report before the deadline,light_noise,audio/Callum_american/light_noise/sentence_10.wav,3.5294583333333334
River_american_s01_light_noise,River_american,"River - Relaxed, Neutral, Informative",neutral,american,unknown,1,The quick brown fox jumps over the lazy dog,light_noise,audio/River_american/light_noise/sentence_01.wav,2.6470833333333332
River_american_s02_light_noise,River_american,"River - Relaxed, Neutral, Informative",neutral,american,unknown,2,Pack my box with five dozen liquor jugs,light_noise,audio/River_american/light_noise/sentence_02.wav,2.3684583333333333
River_american_s03_light_noise,River_american,"River - Relaxed, Neutral, Informative",neutral,american,unknown,3,She sells seashells by the seashore,light_noise,audio/River_american/light_noise/sentence_03.wav,2.13625
River_american_s04_light_noise,River_american,"River - Relaxed, Neutral, Informative",neutral,american,unknown,4,"Um... so the weather is, like, really nice today",light_noise,audio/River_american/light_noise/sentence_04.wav,2.8328333333333333
River_american_s05_light_noise,River_american,"River - Relaxed, Neutral, Informative",neutral,american,unknown,5,"I think—no wait—let me check that again, yeah",light_noise,audio/River_american/light_noise/sentence_05.wav,2.1826666666666665
River_american_s06_light_noise,River_american,"River - Relaxed, Neutral, Informative",neutral,american,unknown,6,"Hello, how are you?",light_noise,audio/River_american/light_noise/sentence_06.wav,1.253875
River_american_s07_light_noise,River_american,"River - Relaxed, Neutral, Informative",neutral,american,unknown,7,I'd like to schedule a meeting for next Tuesday afternoon,light_noise,audio/River_american/light_noise/sentence_07.wav,2.8328333333333333
River_american_s08_light_noise,River_american,"River - Relaxed, Neutral, Informative",neutral,american,unknown,8,"In the modern world, artificial intelligence is transforming how we communicate and interact with technology on a daily basis",light_noise,audio/River_american/light_noise/sentence_08.wav,7.1982083333333335
River_american_s09_light_noise,River_american,"River - Relaxed, Neutral, Informative",neutral,american,unknown,9,The conference is scheduled for three o'clock tomorrow,light_noise,audio/River_american/light_noise/sentence_09.wav,2.6935416666666665
River_american_s10_light_noise,River_american,"River - Relaxed, Neutral, Informative",neutral,american,unknown,10,Please review the quarterly report before the deadline,light_noise,audio/River_american/light_noise/sentence_10.wav,2.7399583333333335
Harry_american_s01_light_noise,Harry_american,Harry - Fierce Warrior,male,american,unknown,1,The quick brown fox jumps over the lazy dog,light_noise,audio/Harry_american/light_noise/sentence_01.wav,2.8792916666666666
Harry_american_s02_light_noise,Harry_american,Harry - Fierce Warrior,male,american,unknown,2,Pack my box with five dozen liquor jugs,light_noise,audio/Harry_american/light_noise/sentence_02.wav,2.600625
Harry_american_s03_light_noise,Harry_american,Harry - Fierce Warrior,male,american,unknown,3,She sells seashells by the seashore,light_noise,audio/Harry_american/light_noise/sentence_03.wav,2.0897916666666667
Harry_american_s04_light_noise,Harry_american,Harry - Fierce Warrior,male,american,unknown,4,"Um... so the weather is, like, really nice today",light_noise,audio/Harry_american/light_noise/sentence_04.wav,3.622333333333333
Harry_american_s05_light_noise,Harry_american,Harry - Fierce Warrior,male,american,unknown,5,"I think—no wait—let me check that again, yeah",light_noise,audio/Harry_american/light_noise/sentence_05.wav,3.8080833333333333
Harry_american_s06_light_noise,Harry_american,Harry - Fierce Warrior,male,american,unknown,6,"Hello, how are you?",light_noise,audio/Harry_american/light_noise/sentence_06.wav,1.6718333333333333
Harry_american_s07_light_noise,Harry_american,Harry - Fierce Warrior,male,american,unknown,7,I'd like to schedule a meeting for next Tuesday afternoon,light_noise,audio/Harry_american/light_noise/sentence_07.wav,3.204375
Harry_american_s08_light_noise,Harry_american,Harry - Fierce Warrior,male,american,unknown,8,"In the modern world, artificial intelligence is transforming how we communicate and interact with technology on a daily basis",light_noise,audio/Harry_american/light_noise/sentence_08.wav,6.966
Harry_american_s09_light_noise,Harry_american,Harry - Fierce Warrior,male,american,unknown,9,The conference is scheduled for three o'clock tomorrow,light_noise,audio/Harry_american/light_noise/sentence_09.wav,2.7399583333333335
Harry_american_s10_light_noise,Harry_american,Harry - Fierce Warrior,male,american,unknown,10,Please review the quarterly report before the deadline,light_noise,audio/Harry_american/light_noise/sentence_10.wav,2.8792916666666666
Liam_american_s01_light_noise,Liam_american,"Liam - Energetic, Social Media Creator",male,american,unknown,1,The quick brown fox jumps over the lazy dog,light_noise,audio/Liam_american/light_noise/sentence_01.wav,2.7399583333333335
Liam_american_s02_light_noise,Liam_american,"Liam - Energetic, Social Media Creator",male,american,unknown,2,Pack my box with five dozen liquor jugs,light_noise,audio/Liam_american/light_noise/sentence_02.wav,2.5542083333333334
Liam_american_s03_light_noise,Liam_american,"Liam - Energetic, Social Media Creator",male,american,unknown,3,She sells seashells by the seashore,light_noise,audio/Liam_american/light_noise/sentence_03.wav,2.1826666666666665
Liam_american_s04_light_noise,Liam_american,"Liam - Energetic, Social Media Creator",male,american,unknown,4,"Um... so the weather is, like, really nice today",light_noise,audio/Liam_american/light_noise/sentence_04.wav,3.575875
Liam_american_s05_light_noise,Liam_american,"Liam - Energetic, Social Media Creator",male,american,unknown,5,"I think—no wait—let me check that again, yeah",light_noise,audio/Liam_american/light_noise/sentence_05.wav,2.8792916666666666
Liam_american_s06_light_noise,Liam_american,"Liam - Energetic, Social Media Creator",male,american,unknown,6,"Hello, how are you?",light_noise,audio/Liam_american/light_noise/sentence_06.wav,1.6254166666666667
Liam_american_s07_light_noise,Liam_american,"Liam - Energetic, Social Media Creator",male,american,unknown,7,I'd like to schedule a meeting for next Tuesday afternoon,light_noise,audio/Liam_american/light_noise/sentence_07.wav,2.925708333333333
Liam_american_s08_light_noise,Liam_american,"Liam - Energetic, Social Media Creator",male,american,unknown,8,"In the modern world, artificial intelligence is transforming how we communicate and interact with technology on a daily basis",light_noise,audio/Liam_american/light_noise/sentence_08.wav,7.430375
Liam_american_s09_light_noise,Liam_american,"Liam - Energetic, Social Media Creator",male,american,unknown,9,The conference is scheduled for three o'clock tomorrow,light_noise,audio/Liam_american/light_noise/sentence_09.wav,2.925708333333333
Liam_american_s10_light_noise,Liam_american,"Liam - Energetic, Social Media Creator",male,american,unknown,10,Please review the quarterly report before the deadline,light_noise,audio/Liam_american/light_noise/sentence_10.wav,2.925708333333333
Matilda_american_s01_light_noise,Matilda_american,"Matilda - Knowledgable, Professional",female,american,unknown,1,The quick brown fox jumps over the lazy dog,light_noise,audio/Matilda_american/light_noise/sentence_01.wav,2.8792916666666666
Matilda_american_s02_light_noise,Matilda_american,"Matilda - Knowledgable, Professional",female,american,unknown,2,Pack my box with five dozen liquor jugs,light_noise,audio/Matilda_american/light_noise/sentence_02.wav,2.5542083333333334
Matilda_american_s03_light_noise,Matilda_american,"Matilda - Knowledgable, Professional",female,american,unknown,3,She sells seashells by the seashore,light_noise,audio/Matilda_american/light_noise/sentence_03.wav,2.0897916666666667
Matilda_american_s04_light_noise,Matilda_american,"Matilda - Knowledgable, Professional",female,american,unknown,4,"Um... so the weather is, like, really nice today",light_noise,audio/Matilda_american/light_noise/sentence_04.wav,3.1115
Matilda_american_s05_light_noise,Matilda_american,"Matilda - Knowledgable, Professional",female,american,unknown,5,"I think—no wait—let me check that again, yeah",light_noise,audio/Matilda_american/light_noise/sentence_05.wav,2.7864166666666668
Matilda_american_s06_light_noise,Matilda_american,"Matilda - Knowledgable, Professional",female,american,unknown,6,"Hello, how are you?",light_noise,audio/Matilda_american/light_noise/sentence_06.wav,1.5789583333333332
Matilda_american_s07_light_noise,Matilda_american,"Matilda - Knowledgable, Professional",female,american,unknown,7,I'd like to schedule a meeting for next Tuesday afternoon,light_noise,audio/Matilda_american/light_noise/sentence_07.wav,2.972166666666667
Matilda_american_s08_light_noise,Matilda_american,"Matilda - Knowledgable, Professional",female,american,unknown,8,"In the modern world, artificial intelligence is transforming how we communicate and interact with technology on a daily basis",light_noise,audio/Matilda_american/light_noise/sentence_08.wav,7.894791666666666
Matilda_american_s09_light_noise,Matilda_american,"Matilda - Knowledgable, Professional",female,american,unknown,9,The conference is scheduled for three o'clock tomorrow,light_noise,audio/Matilda_american/light_noise/sentence_09.wav,2.7864166666666668
Matilda_american_s10_light_noise,Matilda_american,"Matilda - Knowledgable, Professional",female,american,unknown,10,Please review the quarterly report before the deadline,light_noise,audio/Matilda_american/light_noise/sentence_10.wav,2.8792916666666666
Will_american_s01_light_noise,Will_american,Will - Relaxed Optimist,male,american,unknown,1,The quick brown fox jumps over the lazy dog,light_noise,audio/Will_american/light_noise/sentence_01.wav,3.0185833333333334
Will_american_s02_light_noise,Will_american,Will - Relaxed Optimist,male,american,unknown,2,Pack my box with five dozen liquor jugs,light_noise,audio/Will_american/light_noise/sentence_02.wav,2.6470833333333332
Will_american_s03_light_noise,Will_american,Will - Relaxed Optimist,male,american,unknown,3,She sells seashells by the seashore,light_noise,audio/Will_american/light_noise/sentence_03.wav,2.2755833333333335
Will_american_s04_light_noise,Will_american,Will - Relaxed Optimist,male,american,unknown,4,"Um... so the weather is, like, really nice today",light_noise,audio/Will_american/light_noise/sentence_04.wav,3.66875
Will_american_s05_light_noise,Will_american,Will - Relaxed Optimist,male,american,unknown,5,"I think—no wait—let me check that again, yeah",light_noise,audio/Will_american/light_noise/sentence_05.wav,2.50775
Will_american_s06_light_noise,Will_american,Will - Relaxed Optimist,male,american,unknown,6,"Hello, how are you?",light_noise,audio/Will_american/light_noise/sentence_06.wav,1.439625
Will_american_s07_light_noise,Will_american,Will - Relaxed Optimist,male,american,unknown,7,I'd like to schedule a meeting for next Tuesday afternoon,light_noise,audio/Will_american/light_noise/sentence_07.wav,2.8328333333333333
Will_american_s08_light_noise,Will_american,Will - Relaxed Optimist,male,american,unknown,8,"In the modern world, artificial intelligence is transforming how we communicate and interact with technology on a daily basis",light_noise,audio/Will_american/light_noise/sentence_08.wav,6.9195416666666665
Will_american_s09_light_noise,Will_american,Will - Relaxed Optimist,male,american,unknown,9,The conference is scheduled for three o'clock tomorrow,light_noise,audio/Will_american/light_noise/sentence_09.wav,2.8328333333333333
Will_american_s10_light_noise,Will_american,Will - Relaxed Optimist,male,american,unknown,10,Please review the quarterly report before the deadline,light_noise,audio/Will_american/light_noise/sentence_10.wav,2.972166666666667
Jessica_american_s01_light_noise,Jessica_american,"Jessica - Playful, Bright, Warm",female,american,unknown,1,The quick brown fox jumps over the lazy dog,light_noise,audio/Jessica_american/light_noise/sentence_01.wav,2.7864166666666668
Jessica_american_s02_light_noise,Jessica_american,"Jessica - Playful, Bright, Warm",female,american,unknown,2,Pack my box with five dozen liquor jugs,light_noise,audio/Jessica_american/light_noise/sentence_02.wav,2.2755833333333335
Jessica_american_s03_light_noise,Jessica_american,"Jessica - Playful, Bright, Warm",female,american,unknown,3,She sells seashells by the seashore,light_noise,audio/Jessica_american/light_noise/sentence_03.wav,1.9969166666666667
Jessica_american_s04_light_noise,Jessica_american,"Jessica - Playful, Bright, Warm",female,american,unknown,4,"Um... so the weather is, like, really nice today",light_noise,audio/Jessica_american/light_noise/sentence_04.wav,3.483
Jessica_american_s05_light_noise,Jessica_american,"Jessica - Playful, Bright, Warm",female,american,unknown,5,"I think—no wait—let me check that again, yeah",light_noise,audio/Jessica_american/light_noise/sentence_05.wav,3.9009583333333335
Jessica_american_s06_light_noise,Jessica_american,"Jessica - Playful, Bright, Warm",female,american,unknown,6,"Hello, how are you?",light_noise,audio/Jessica_american/light_noise/sentence_06.wav,1.253875
Jessica_american_s07_light_noise,Jessica_american,"Jessica - Playful, Bright, Warm",female,american,unknown,7,I'd like to schedule a meeting for next Tuesday afternoon,light_noise,audio/Jessica_american/light_noise/sentence_07.wav,2.8328333333333333
Jessica_american_s08_light_noise,Jessica_american,"Jessica - Playful, Bright, Warm",female,american,unknown,8,"In the modern world, artificial intelligence is transforming how we communicate and interact with technology on a daily basis",light_noise,audio/Jessica_american/light_noise/sentence_08.wav,6.9195416666666665
Jessica_american_s09_light_noise,Jessica_american,"Jessica - Playful, Bright, Warm",female,american,unknown,9,The conference is scheduled for three o'clock tomorrow,light_noise,audio/Jessica_american/light_noise/sentence_09.wav,2.6935416666666665
Jessica_american_s10_light_noise,Jessica_american,"Jessica - Playful, Bright, Warm",female,american,unknown,10,Please review the quarterly report before the deadline,light_noise,audio/Jessica_american/light_noise/sentence_10.wav,2.7399583333333335
Eric_american_s01_light_noise,Eric_american,"Eric - Smooth, Trustworthy",male,american,unknown,1,The quick brown fox jumps over the lazy dog,light_noise,audio/Eric_american/light_noise/sentence_01.wav,2.50775
Eric_american_s02_light_noise,Eric_american,"Eric - Smooth, Trustworthy",male,american,unknown,2,Pack my box with five dozen liquor jugs,light_noise,audio/Eric_american/light_noise/sentence_02.wav,2.3684583333333333
Eric_american_s03_light_noise,Eric_american,"Eric - Smooth, Trustworthy",male,american,unknown,3,She sells seashells by the seashore,light_noise,audio/Eric_american/light_noise/sentence_03.wav,1.9969166666666667
Eric_american_s04_light_noise,Eric_american,"Eric - Smooth, Trustworthy",male,american,unknown,4,"Um... so the weather is, like, really nice today",light_noise,audio/Eric_american/light_noise/sentence_04.wav,3.0185833333333334
Eric_american_s05_light_noise,Eric_american,"Eric - Smooth, Trustworthy",male,american,unknown,5,"I think—no wait—let me check that again, yeah",light_noise,audio/Eric_american/light_noise/sentence_05.wav,2.461333333333333
Eric_american_s06_light_noise,Eric_american,"Eric - Smooth, Trustworthy",male,american,unknown,6,"Hello, how are you?",light_noise,audio/Eric_american/light_noise/sentence_06.wav,1.1145833333333333
Eric_american_s07_light_noise,Eric_american,"Eric - Smooth, Trustworthy",male,american,unknown,7,I'd like to schedule a meeting for next Tuesday afternoon,light_noise,audio/Eric_american/light_noise/sentence_07.wav,2.6935416666666665
Eric_american_s08_light_noise,Eric_american,"Eric - Smooth, Trustworthy",male,american,unknown,8,"In the modern world, artificial intelligence is transforming how we communicate and interact with technology on a daily basis",light_noise,audio/Eric_american/light_noise/sentence_08.wav,7.105333333333333
Eric_american_s09_light_noise,Eric_american,"Eric - Smooth, Trustworthy",male,american,unknown,9,The conference is scheduled for three o'clock tomorrow,light_noise,audio/Eric_american/light_noise/sentence_09.wav,2.5542083333333334
Eric_american_s10_light_noise,Eric_american,"Eric - Smooth, Trustworthy",male,american,unknown,10,Please review the quarterly report before the deadline,light_noise,audio/Eric_american/light_noise/sentence_10.wav,2.600625
Bella_american_s01_light_noise,Bella_american,"Bella - Professional, Bright, Warm",female,american,unknown,1,The quick brown fox jumps over the lazy dog,light_noise,audio/Bella_american/light_noise/sentence_01.wav,3.0650416666666667
Bella_american_s02_light_noise,Bella_american,"Bella - Professional, Bright, Warm",female,american,unknown,2,Pack my box with five dozen liquor jugs,light_noise,audio/Bella_american/light_noise/sentence_02.wav,2.461333333333333
Bella_american_s03_light_noise,Bella_american,"Bella - Professional, Bright, Warm",female,american,unknown,3,She sells seashells by the seashore,light_noise,audio/Bella_american/light_noise/sentence_03.wav,2.13625
Bella_american_s04_light_noise,Bella_american,"Bella - Professional, Bright, Warm",female,american,unknown,4,"Um... so the weather is, like, really nice today",light_noise,audio/Bella_american/light_noise/sentence_04.wav,3.0185833333333334
Bella_american_s05_light_noise,Bella_american,"Bella - Professional, Bright, Warm",female,american,unknown,5,"I think—no wait—let me check that again, yeah",light_noise,audio/Bella_american/light_noise/sentence_05.wav,2.600625
Bella_american_s06_light_noise,Bella_american,"Bella - Professional, Bright, Warm",female,american,unknown,6,"Hello, how are you?",light_noise,audio/Bella_american/light_noise/sentence_06.wav,1.34675
Bella_american_s07_light_noise,Bella_american,"Bella - Professional, Bright, Warm",female,american,unknown,7,I'd like to schedule a meeting for next Tuesday afternoon,light_noise,audio/Bella_american/light_noise/sentence_07.wav,2.8792916666666666
Bella_american_s08_light_noise,Bella_american,"Bella - Professional, Bright, Warm",female,american,unknown,8,"In the modern world, artificial intelligence is transforming how we communicate and interact with technology on a daily basis",light_noise,audio/Bella_american/light_noise/sentence_08.wav,7.291083333333333
Bella_american_s09_light_noise,Bella_american,"Bella - Professional, Bright, Warm",female,american,unknown,9,The conference is scheduled for three o'clock tomorrow,light_noise,audio/Bella_american/light_noise/sentence_09.wav,2.7864166666666668
Bella_american_s10_light_noise,Bella_american,"Bella - Professional, Bright, Warm",female,american,unknown,10,Please review the quarterly report before the deadline,light_noise,audio/Bella_american/light_noise/sentence_10.wav,2.7864166666666668
Chris_american_s01_light_noise,Chris_american,"Chris - Charming, Down-to-Earth",male,american,unknown,1,The quick brown fox jumps over the lazy dog,light_noise,audio/Chris_american/light_noise/sentence_01.wav,2.322
Chris_american_s02_light_noise,Chris_american,"Chris - Charming, Down-to-Earth",male,american,unknown,2,Pack my box with five dozen liquor jugs,light_noise,audio/Chris_american/light_noise/sentence_02.wav,2.229125
Chris_american_s03_light_noise,Chris_american,"Chris - Charming, Down-to-Earth",male,american,unknown,3,She sells seashells by the seashore,light_noise,audio/Chris_american/light_noise/sentence_03.wav,1.9040416666666666
Chris_american_s04_light_noise,Chris_american,"Chris - Charming, Down-to-Earth",male,american,unknown,4,"Um... so the weather is, like, really nice today",light_noise,audio/Chris_american/light_noise/sentence_04.wav,2.461333333333333
Chris_american_s05_light_noise,Chris_american,"Chris - Charming, Down-to-Earth",male,american,unknown,5,"I think—no wait—let me check that again, yeah",light_noise,audio/Chris_american/light_noise/sentence_05.wav,2.0897916666666667
Chris_american_s06_light_noise,Chris_american,"Chris - Charming, Down-to-Earth",male,american,unknown,6,"Hello, how are you?",light_noise,audio/Chris_american/light_noise/sentence_06.wav,1.2074583333333333
Chris_american_s07_light_noise,Chris_american,"Chris - Charming, Down-to-Earth",male,american,unknown,7,I'd like to schedule a meeting for next Tuesday afternoon,light_noise,audio/Chris_american/light_noise/sentence_07.wav,2.600625
Chris_american_s08_light_noise,Chris_american,"Chris - Charming, Down-to-Earth",male,american,unknown,8,"In the modern world, artificial intelligence is transforming how we communicate and interact with technology on a daily basis",light_noise,audio/Chris_american/light_noise/sentence_08.wav,6.594458333333334
Chris_american_s09_light_noise,Chris_american,"Chris - Charming, Down-to-Earth",male,american,unknown,9,The conference is scheduled for three o'clock tomorrow,light_noise,audio/Chris_american/light_noise/sentence_09.wav,2.461333333333333
Chris_american_s10_light_noise,Chris_american,"Chris - Charming, Down-to-Earth",male,american,unknown,10,Please review the quarterly report before the deadline,light_noise,audio/Chris_american/light_noise/sentence_10.wav,2.6470833333333332
Brian_american_s01_light_noise,Brian_american,"Brian - Deep, Resonant and Comforting",male,american,unknown,1,The quick brown fox jumps over the lazy dog,light_noise,audio/Brian_american/light_noise/sentence_01.wav,2.7864166666666668
Brian_american_s02_light_noise,Brian_american,"Brian - Deep, Resonant and Comforting",male,american,unknown,2,Pack my box with five dozen liquor jugs,light_noise,audio/Brian_american/light_noise/sentence_02.wav,2.322
Brian_american_s03_light_noise,Brian_american,"Brian - Deep, Resonant and Comforting",male,american,unknown,3,She sells seashells by the seashore,light_noise,audio/Brian_american/light_noise/sentence_03.wav,2.0897916666666667
Brian_american_s04_light_noise,Brian_american,"Brian - Deep, Resonant and Comforting",male,american,unknown,4,"Um... so the weather is, like, really nice today",light_noise,audio/Brian_american/light_noise/sentence_04.wav,3.29725
Brian_american_s05_light_noise,Brian_american,"Brian - Deep, Resonant and Comforting",male,american,unknown,5,"I think—no wait—let me check that again, yeah",light_noise,audio/Brian_american/light_noise/sentence_05.wav,2.6935416666666665
Brian_american_s06_light_noise,Brian_american,"Brian - Deep, Resonant and Comforting",male,american,unknown,6,"Hello, how are you?",light_noise,audio/Brian_american/light_noise/sentence_06.wav,1.34675
Brian_american_s07_light_noise,Brian_american,"Brian - Deep, Resonant and Comforting",male,american,unknown,7,I'd like to schedule a meeting for next Tuesday afternoon,light_noise,audio/Brian_american/light_noise/sentence_07.wav,3.0185833333333334
Brian_american_s08_light_noise,Brian_american,"Brian - Deep, Resonant and Comforting",male,american,unknown,8,"In the modern world, artificial intelligence is transforming how we communicate and interact with technology on a daily basis",light_noise,audio/Brian_american/light_noise/sentence_08.wav,6.966
Brian_american_s09_light_noise,Brian_american,"Brian - Deep, Resonant and Comforting",male,american,unknown,9,The conference is scheduled for three o'clock tomorrow,light_noise,audio/Brian_american/light_noise/sentence_09.wav,2.925708333333333
Brian_american_s10_light_noise,Brian_american,"Brian - Deep, Resonant and Comforting",male,american,unknown,10,Please review the quarterly report before the deadline,light_noise,audio/Brian_american/light_noise/sentence_10.wav,2.8792916666666666
Lily_british_s01_light_noise,Lily_british,Lily - Velvety Actress,female,british,unknown,1,The quick brown fox jumps over the lazy dog,light_noise,audio/Lily_british/light_noise/sentence_01.wav,2.600625
Lily_british_s02_light_noise,Lily_british,Lily - Velvety Actress,female,british,unknown,2,Pack my box with five dozen liquor jugs,light_noise,audio/Lily_british/light_noise/sentence_02.wav,2.461333333333333
Lily_british_s03_light_noise,Lily_british,Lily - Velvety Actress,female,british,unknown,3,She sells seashells by the seashore,light_noise,audio/Lily_british/light_noise/sentence_03.wav,2.322
Lily_british_s04_light_noise,Lily_british,Lily - Velvety Actress,female,british,unknown,4,"Um... so the weather is, like, really nice today",light_noise,audio/Lily_british/light_noise/sentence_04.wav,3.2507916666666667
Lily_british_s05_light_noise,Lily_british,Lily - Velvety Actress,female,british,unknown,5,"I think—no wait—let me check that again, yeah",light_noise,audio/Lily_british/light_noise/sentence_05.wav,2.972166666666667
Lily_british_s06_light_noise,Lily_british,Lily - Velvety Actress,female,british,unknown,6,"Hello, how are you?",light_noise,audio/Lily_british/light_noise/sentence_06.wav,1.34675
Lily_british_s07_light_noise,Lily_british,Lily - Velvety Actress,female,british,unknown,7,I'd like to schedule a meeting for next Tuesday afternoon,light_noise,audio/Lily_british/light_noise/sentence_07.wav,2.7864166666666668
Lily_british_s08_light_noise,Lily_british,Lily - Velvety Actress,female,british,unknown,8,"In the modern world, artificial intelligence is transforming how we communicate and interact with technology on a daily basis",light_noise,audio/Lily_british/light_noise/sentence_08.wav,7.848333333333334
Lily_british_s09_light_noise,Lily_british,Lily - Velvety Actress,female,british,unknown,9,The conference is scheduled for three o'clock tomorrow,light_noise,audio/Lily_british/light_noise/sentence_09.wav,3.1115
Lily_british_s10_light_noise,Lily_british,Lily - Velvety Actress,female,british,unknown,10,Please review the quarterly report before the deadline,light_noise,audio/Lily_british/light_noise/sentence_10.wav,2.925708333333333
Adam_american_s01_light_noise,Adam_american,"Adam - Dominant, Firm",male,american,unknown,1,The quick brown fox jumps over the lazy dog,light_noise,audio/Adam_american/light_noise/sentence_01.wav,2.7864166666666668
Adam_american_s02_light_noise,Adam_american,"Adam - Dominant, Firm",male,american,unknown,2,Pack my box with five dozen liquor jugs,light_noise,audio/Adam_american/light_noise/sentence_02.wav,2.3684583333333333
Adam_american_s03_light_noise,Adam_american,"Adam - Dominant, Firm",male,american,unknown,3,She sells seashells by the seashore,light_noise,audio/Adam_american/light_noise/sentence_03.wav,2.13625
Adam_american_s04_light_noise,Adam_american,"Adam - Dominant, Firm",male,american,unknown,4,"Um... so the weather is, like, really nice today",light_noise,audio/Adam_american/light_noise/sentence_04.wav,3.9009583333333335
Adam_american_s05_light_noise,Adam_american,"Adam - Dominant, Firm",male,american,unknown,5,"I think—no wait—let me check that again, yeah",light_noise,audio/Adam_american/light_noise/sentence_05.wav,2.972166666666667
Adam_american_s06_light_noise,Adam_american,"Adam - Dominant, Firm",male,american,unknown,6,"Hello, how are you?",light_noise,audio/Adam_american/light_noise/sentence_06.wav,1.3003333333333333
Adam_american_s07_light_noise,Adam_american,"Adam - Dominant, Firm",male,american,unknown,7,I'd like to schedule a meeting for next Tuesday afternoon,light_noise,audio/Adam_american/light_noise/sentence_07.wav,2.925708333333333
Adam_american_s08_light_noise,Adam_american,"Adam - Dominant, Firm",male,american,unknown,8,"In the modern world, artificial intelligence is transforming how we communicate and interact with technology on a daily basis",light_noise,audio/Adam_american/light_noise/sentence_08.wav,7.709041666666667
Adam_american_s09_light_noise,Adam_american,"Adam - Dominant, Firm",male,american,unknown,9,The conference is scheduled for three o'clock tomorrow,light_noise,audio/Adam_american/light_noise/sentence_09.wav,2.925708333333333
Adam_american_s10_light_noise,Adam_american,"Adam - Dominant, Firm",male,american,unknown,10,Please review the quarterly report before the deadline,light_noise,audio/Adam_american/light_noise/sentence_10.wav,2.7864166666666668
Bill_american_s01_light_noise,Bill_american,"Bill - Wise, Mature, Balanced",male,american,unknown,1,The quick brown fox jumps over the lazy dog,light_noise,audio/Bill_american/light_noise/sentence_01.wav,3.0650416666666667
Bill_american_s02_light_noise,Bill_american,"Bill - Wise, Mature, Balanced",male,american,unknown,2,Pack my box with five dozen liquor jugs,light_noise,audio/Bill_american/light_noise/sentence_02.wav,2.8328333333333333
Bill_american_s03_light_noise,Bill_american,"Bill - Wise, Mature, Balanced",male,american,unknown,3,She sells seashells by the seashore,light_noise,audio/Bill_american/light_noise/sentence_03.wav,2.461333333333333
Bill_american_s04_light_noise,Bill_american,"Bill - Wise, Mature, Balanced",male,american,unknown,4,"Um... so the weather is, like, really nice today",light_noise,audio/Bill_american/light_noise/sentence_04.wav,3.29725
Bill_american_s05_light_noise,Bill_american,"Bill - Wise, Mature, Balanced",male,american,unknown,5,"I think—no wait—let me check that again, yeah",light_noise,audio/Bill_american/light_noise/sentence_05.wav,3.7152083333333334
Bill_american_s06_light_noise,Bill_american,"Bill - Wise, Mature, Balanced",male,american,unknown,6,"Hello, how are you?",light_noise,audio/Bill_american/light_noise/sentence_06.wav,1.5325416666666667
Bill_american_s07_light_noise,Bill_american,"Bill - Wise, Mature, Balanced",male,american,unknown,7,I'd like to schedule a meeting for next Tuesday afternoon,light_noise,audio/Bill_american/light_noise/sentence_07.wav,3.5294583333333334
Bill_american_s08_light_noise,Bill_american,"Bill - Wise, Mature, Balanced",male,american,unknown,8,"In the modern world, artificial intelligence is transforming how we communicate and interact with technology on a daily basis",light_noise,audio/Bill_american/light_noise/sentence_08.wav,7.801916666666667
Bill_american_s09_light_noise,Bill_american,"Bill - Wise, Mature, Balanced",male,american,unknown,9,The conference is scheduled for three o'clock tomorrow,light_noise,audio/Bill_american/light_noise/sentence_09.wav,3.0650416666666667
Bill_american_s10_light_noise,Bill_american,"Bill - Wise, Mature, Balanced",male,american,unknown,10,Please review the quarterly report before the deadline,light_noise,audio/Bill_american/light_noise/sentence_10.wav,3.436541666666667
Sarah_american_s01_medium_noise,Sarah_american,"Sarah - Mature, Reassuring, Confident",female,american,unknown,1,The quick brown fox jumps over the lazy dog,medium_noise,audio/Sarah_american/medium_noise/sentence_01.wav,2.8328333333333333
Sarah_american_s02_medium_noise,Sarah_american,"Sarah - Mature, Reassuring, Confident",female,american,unknown,2,Pack my box with five dozen liquor jugs,medium_noise,audio/Sarah_american/medium_noise/sentence_02.wav,2.322
Sarah_american_s03_medium_noise,Sarah_american,"Sarah - Mature, Reassuring, Confident",female,american,unknown,3,She sells seashells by the seashore,medium_noise,audio/Sarah_american/medium_noise/sentence_03.wav,2.13625
